searchTerms,rank,title,snippet,displayLink,link,queryTime,totalResults,cacheId,formattedUrl,htmlFormattedUrl,htmlSnippet,htmlTitle,kind,pagemap,cseName,count,startIndex,inputEncoding,outputEncoding,safe,cx,siteSearch,siteSearchFilter,searchTime,formattedSearchTime,formattedTotalResults
flights to singapore,1,Cheap Flights to Singapore Changi from £321 | Skyscanner,"Flights to Singapore. We compare all major airlines and travel agents for cheap 
Singapore flights. Search and Save now with Skyscanner.",www.skyscanner.net,https://www.skyscanner.net/flights-to/sin/cheap-flights-to-singapore-changi-airport.html,2018-11-21 03:37:04.195253+00:00,5200,Uh9Td7kIsuwJ,https://www.skyscanner.net/flights.../cheap-flights-to-singapore-changi- airport.html,https://www.skyscanner.net/<b>flights</b>.../cheap-<b>flights-to-singapore</b>-changi- airport.html,"<b>Flights to Singapore</b>. We compare all major airlines and travel agents for cheap <br>
<b>Singapore flights</b>. Search and Save now with Skyscanner.",Cheap <b>Flights to Singapore</b> Changi from £321 | Skyscanner,customsearch#result,"{'cse_thumbnail': [{'width': '200', 'height': '200', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQwJ7rz_K1OMjPsqqDB205BJ9-b_0goeGaNJ5I77d-zJJzZxiYY--ci6LYv'}], 'product': [{'name': 'Flights to Singapore'}], 'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0', 'og:title': 'Found the cheapest flights to Singapore Changi. Prices from £332.', 'og:url': 'https://www.skyscanner.net/flights-to/sin/cheap-flights-to-singapore-changi-airport.html?utm_medium=social&utm_campaign=addthis&utm_source=facebook_uk', 'og:image': 'https://www.skyscanner.net/images/opengraph_v1.png', 'og:description': 'Skyscanner compares hundreds of airlines worldwide for free. It finds the cheapest flights fast: saves you time, saves you money.', 'og:type': 'product', 'place:location:latitude': '1.350278', 'place:location:longitude': '103.994444'}], 'hproduct': [{'fn': 'Flights to Singapore'}], 'cse_image': [{'src': 'https://www.skyscanner.net/images/opengraph_v1.png'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.skyscanner.net,i,0.149656,0.15,"5,200"
flights to singapore,1,Cheap Flights to Singapore - Search Deals on Airfare to Singapore ...,"Looking for cheap flights to Singapore from your destination? Search for airfare 
and flight ticket deals at cheapflights.com and book your next flight today.",www.cheapflights.com,https://www.cheapflights.com/flights-to-singapore/,2018-11-21 03:37:04.207368+00:00,36800,UD7fZy3lDBkJ,https://www.cheapflights.com/flights-to-singapore/,https://www.cheap<b>flights</b>.com/<b>flights-to-singapore</b>/,"Looking for cheap <b>flights to Singapore</b> from your destination? Search for airfare <br>
and <b>flight</b> ticket deals at cheapflights.com and book your next <b>flight</b> today.",Cheap <b>Flights to Singapore</b> - Search Deals on Airfare to <b>Singapore</b> ...,customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTrnZaIxdGLxEJ5BzSQQJkQVHqPw20iUWamDtHzCekPCmSfYEO28XT48Zw9'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'r9-version': 'R441b', 'r9-built': '20181107.061117', 'r9-rendered': '20181107.104724.EST', 'og:image': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to Singapore - Search Deals on Airfare to Singapore from Cheapflights.com', 'og:type': 'website', 'og:description': 'Looking for cheap flights to Singapore from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'og:url': 'https://www.cheapflights.com/flights-to-singapore/', 'og:site_name': 'Cheapflights', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@Cheapflights', 'twitter:creator': '@Cheapflights', 'twitter:title': 'Cheap Flights to Singapore - Search Deals on Airfare to Singapore from Cheapflights.com', 'twitter:description': 'Looking for cheap flights to Singapore from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'twitter:image:src': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route-cf,splits'}], 'breadcrumb': [{'url': 'Home', 'title': 'Home'}, {'url': 'Flights', 'title': 'Flights'}, {'url': 'Asia', 'title': 'Asia'}], 'cse_image': [{'src': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.cheapflights.com,i,0.17076,0.17,"36,800"
flights to singapore,1,Cheap Flights: Book Cheap Air Tickets - CheapOair Singapore,"Grab Cheap Flights on CheapOair Singapore. Find the lowest air tickets and 
cheap tickets to business and leisure destinations on CheapOair Singapore.",www.cheapoair.com,https://www.cheapoair.com/en-sg/,2018-11-21 03:37:04.219913+00:00,4650,1dCZu9zToRgJ,https://www.cheapoair.com/en-sg/,https://www.cheapoair.com/en-sg/,"Grab Cheap <b>Flights</b> on CheapOair <b>Singapore</b>. Find the lowest air tickets and <br>
cheap tickets to business and leisure destinations on CheapOair <b>Singapore</b>.",Cheap <b>Flights</b>: Book Cheap Air Tickets - CheapOair <b>Singapore</b>,customsearch#result,"{'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'author': 'CheapOair.com', 'copyright': 'Â© 2017 CheapOair.com'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.cheapoair.com,i,0.164853,0.16,"4,650"
flights to singapore,1,"$1,018.45 + Flights from Singapore (SIN) to Calgary (YYC) on Orbitz ...","Flights from Singapore to Calgary :Search on Orbitz for cheap Singapore to 
Calgary flights and airlines tickets from SIN to YYC.",www.orbitz.com,https://www.orbitz.com/lp/flights/180027/178245/singapore-to-calgary,2018-11-21 03:37:04.232417+00:00,27100,GcYLRmboKnwJ,https://www.orbitz.com/lp/flights/180027/.../singapore-to-calgary,https://www.orbitz.com/lp/<b>flights</b>/180027/.../<b>singapore</b>-to-calgary,"<b>Flights</b> from <b>Singapore</b> to Calgary :Search on Orbitz for cheap <b>Singapore</b> to <br>
Calgary <b>flights</b> and airlines tickets from SIN to YYC.","$1,018.45 + <b>Flights</b> from <b>Singapore</b> (SIN) to Calgary (YYC) on Orbitz ...",customsearch#result,"{'metatags': [{'oip.set': 'false', 'oip.yes': 'false', 'oip.no': 'false', 'oip.cantrack': 'true', 'viewport': 'width=device-width, initial-scale=1.0', 'data-fm-seo': '1469812', 'ewe:page-epoch': '1542575275185', 'ewe:page': 'FLEX', 'flex:page-type': 'FLIGHT_OND_CITY', 'flex:template-id': '70201-en_US-Flight-Ond-City-flow-mobile', 'flex:template-fm-id': '1351', 'flex:template-version': '56', 'essclientid': 'flex.flight.Flight-Ond-City', 'og:title': '$1,018.45 + Flights from Singapore (SIN) to Calgary (YYC) on Orbitz.com', 'og:type': 'website', 'og:description': 'Flights from Singapore  to Calgary :Search on Orbitz for cheap Singapore  to Calgary flights and airlines tickets from SIN to YYC.', 'og:locale': 'en_US', 'og:site_name': 'Orbitz.com', 'og:url': 'https://www.orbitz.com/lp/flights/180027/178245/singapore-to-calgary'}], 'listitem': [{'item': 'Orbitz.com', 'name': 'Orbitz.com', 'url': '/', 'position': '1'}, {'item': 'Flights', 'name': 'Flights', 'url': '/Flights', 'position': '2'}, {'item': 'Canada', 'name': 'Canada', 'url': '/Destinations-In-Canada.d31.Flight-Destinations', 'position': '3'}, {'item': 'Alberta', 'name': 'Alberta', 'url': '/Destinations-In-Alberta.d11111.Flight-Destinations', 'position': '4'}, {'item': 'Flights to Calgary', 'name': 'Flights to Calgary', 'url': '/Cheap-Flights-To-Calgary.d178245.Travel-Guide-Flights', 'position': '5'}, {'name': 'Flights from Singapore to Calgary', 'url': 'http://www.orbitz.com/lp/flights/180027/178245/singapore-to-calgary'}], 'map': [{'url': 'https://maps.google.com/maps?ll=51.04832,-114.06999&z=11'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.orbitz.com,i,0.177705,0.18,"27,100"
flights to singapore,1,Flights to Singapore Cheap Air Tickets @Rs.20000 OFF - MakeMyTrip,"Book cheap International flights to Singapore at MakeMyTrip India. Best airfares 
deals on Singapore airlines tickets. Online booking of cheap Singapore flight ...",www.makemytrip.com,https://www.makemytrip.com/international-flights/singapore-flight-tickets.html,2018-11-21 03:37:04.245253+00:00,170000,d-47sMX5VNoJ,https://www.makemytrip.com/...flights/singapore-flight-tickets.html,https://www.makemytrip.com/...<b>flights</b>/<b>singapore</b>-<b>flight</b>-tickets.html,"Book cheap International <b>flights to Singapore</b> at MakeMyTrip India. Best airfares <br>
deals on <b>Singapore</b> airlines tickets. Online booking of cheap <b>Singapore flight</b>&nbsp;...",<b>Flights to Singapore</b> Cheap Air Tickets @Rs.20000 OFF - MakeMyTrip,customsearch#result,"{'metatags': [{'mobileoptimized': 'width', 'handheldfriendly': 'true', 'viewport': 'width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=no'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.makemytrip.com,i,0.175782,0.18,"170,000"
flights to singapore,1,Direct Frankfurt Singapore flights (FRA - SIN) | Book cheap flights to ...,"Direct Frankfurt Singapore flights (FRA - SIN). Book your cheap direct flight now 
from Frankfurt to Singapore with Lufthansa. Cheap flights are now available from
 ...",www.lufthansa.com,https://www.lufthansa.com/flight/flight-frankfurt-singapore,2018-11-21 03:37:04.258133+00:00,4320,Ou6FwlqSvRcJ,https://www.lufthansa.com/flight/flight-frankfurt-singapore,https://www.lufthansa.com/<b>flight</b>/<b>flight</b>-frankfurt-<b>singapore</b>,"Direct Frankfurt <b>Singapore flights</b> (FRA - SIN). Book your cheap direct <b>flight</b> now <br>
from Frankfurt to <b>Singapore</b> with Lufthansa. Cheap <b>flights</b> are now available from<br>
&nbsp;...",Direct Frankfurt <b>Singapore flights</b> (FRA - SIN) | Book cheap <b>flights to</b> ...,customsearch#result,"{'cse_thumbnail': [{'width': '225', 'height': '225', 'src': 'https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT6Up7g26kcGgbwiqwej1Sdh_6Qwf6RxmP9cDYOXsREFkOZOY6xmCM1KL0q'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'language': 'en', 'distribution': 'global', 'publisher': 'Lufthansa AG', 'copyright': 'Lufthansa AG', 'x-portal': 'LH', 'x-portal-site': 'AE', 'x-portal-language': 'en', 'x-portal-taxonomy': 'Homepage2014', 'wt.cg_n': 'SEO', 'wt.cg_s': 'content_ond', 'dcsext.taxonomy': 'SEO>content_ond', 'dcsext.portal': 'LH', 'dcsext.language': 'en', 'dcsext.nodeid': 'bS-14-content_ond-1136', 'dcsext.custstatus': 'ANONYMOUS', 'position': '1'}], 'cse_image': [{'src': 'https://lh-travelguide.com/lh/uploads/2014/06/singapur_sehenswuerdigkeiten-320x320.jpg'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.lufthansa.com,i,0.14604,0.15,"4,320"
flights to macau,1,"5 Cheap Flights to Macau, China (MFM) - TripAdvisor","Cheap Flights to Macau: Enter your dates once and have TripAdvisor search 
multiple sites to find the best prices on Macau flights.",www.tripadvisor.com,https://www.tripadvisor.com/Flights-g664891-Macau-Cheap_Discount_Airfares.html,2018-11-21 03:37:04.269489+00:00,24100,dF0MIH9Buh0J,https://www.tripadvisor.com/Flights-g664891-Macau-Cheap_Discount_ Airfares.html,https://www.tripadvisor.com/<b>Flights</b>-g664891-<b>Macau</b>-Cheap_Discount_ Airfares.html,"Cheap <b>Flights to Macau</b>: Enter your dates once and have TripAdvisor search <br>
multiple sites to find the best prices on <b>Macau flights</b>.","5 Cheap <b>Flights to Macau</b>, China (MFM) - TripAdvisor",customsearch#result,"{'cse_thumbnail': [{'width': '290', 'height': '174', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSJ5fopLy6olHekaxtLxD-DwpuKCdzNvSjZ4-KA6VtcWk7gtl_1AdOi5iI'}], 'metatags': [{'theme-color': '#00a680', 'format-detection': 'telephone=no', 'og:title': '5 Cheap Flights to Macau, China (MFM) - TripAdvisor', 'og:description': 'Cheap Flights to Macau: Enter your dates once and have TripAdvisor search multiple sites to find the best prices on Macau flights.', 'og:image': 'https://media-cdn.tripadvisor.com/media/photo-s/06/73/ad/29/bigphotoformacau.jpg', 'og:image:width': '550', 'og:image:height': '331', 'og:type': 'website', 'og:url': 'http://www.tripadvisor.com/Flights-g664891-Macau-Cheap_Discount_Airfares.html', 'og:site_name': 'TripAdvisor', 'fb:admins': '100000982334629', 'fb:app_id': '162729813767876', 'fb:pages': '5863091683', 'viewport': 'width=device-width, initial-scale=1.0, user-scalable=no', 'apple-itunes-app': 'app-id=284876795'}], 'breadcrumb': [{'url': 'Asia', 'title': 'Asia'}, {'url': 'China', 'title': 'China'}, {'url': 'Macau', 'title': 'Macau'}, {'url': 'Macau Flights', 'title': 'Macau Flights'}], 'cse_image': [{'src': 'https://media-cdn.tripadvisor.com/media/photo-s/06/73/ad/29/bigphotoformacau.jpg'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.tripadvisor.com,i,0.215525,0.22,"24,100"
flights to macau,1,"Cheap Flights to Macau SAR, Asia $240.09 in 2018 | Expedia","Expedia Add-On Advantage: Book a flight & unlock up to 43% off select hotels. 
Terms apply. Travel the world better. Flights to Macau SAR from airlines such as
 ...",www.expedia.com,https://www.expedia.com/Cheap-Flights-To-Macau-SAR.d8724.Travel-Guide-Flights,2018-11-21 03:37:04.280585+00:00,2200,1uQDVwfu_-YJ,https://www.expedia.com/Cheap-Flights-To-Macau-SAR.d8724.Travel-Guide -Flights,https://www.expedia.com/Cheap-<b>Flights-To-Macau</b>-SAR.d8724.Travel-Guide -<b>Flights</b>,"Expedia Add-On Advantage: Book a <b>flight</b> &amp; unlock up to 43% off select hotels. <br>
Terms apply. Travel the world better. <b>Flights to Macau</b> SAR from airlines such as<br>
&nbsp;...","Cheap <b>Flights to Macau</b> SAR, Asia $240.09 in 2018 | Expedia",customsearch#result,"{'cse_thumbnail': [{'width': '225', 'height': '225', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSM5ZB8BGic8ulFgDoX0wQshVfTIZbuDsEn95Z0myuMl9QPvnCb3NQvEJs'}], 'metatags': [{'oip.set': 'false', 'oip.yes': 'false', 'oip.no': 'false', 'oip.cantrack': 'true', 'viewport': 'width=device-width, initial-scale=1.0', 'ewe:page-epoch': '1542706555399', 'ewe:page': 'FLEX', 'flex:page-type': 'FLIGHT_DESTINATIONS', 'flex:template-id': '1-en_US-Travel-Guide-Flights', 'flex:template-fm-id': '1091', 'flex:template-version': '56', 'essclientid': 'flex.flight.Flight-Destinations', 'og:title': 'Cheap Flights to Macau SAR, Asia $240.09 in 2018 | Expedia', 'og:type': 'website', 'og:description': 'Expedia Add-On Advantage: Book a flight & unlock up to 43% off select hotels. Terms apply. Travel the world better. Flights to Macau SAR from airlines such as American Airlines, Delta, United, JetBlue, Frontier, and more. Book your flight + hotel to save up to 100% on your flight.', 'og:locale': 'en_US', 'og:site_name': 'Expedia.com', 'og:url': 'https://www.expedia.com/Cheap-Flights-To-Macau-SAR.d8724.Travel-Guide-Flights'}], 'listitem': [{'item': 'Expedia.com', 'name': 'Expedia.com', 'url': '/', 'position': '1'}, {'item': 'Flights', 'name': 'Flights', 'url': '/Flights', 'position': '2'}, {'name': 'Flights to Macau SAR', 'url': '/Macau-SAR-Hotels.d8724.Travel-Guide-Hotels', 'position': '1'}], 'cse_image': [{'src': 'https://images.trvl-media.com/hotels/2000000/1770000/1770000/1769973/a842d02c_b.jpg'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.expedia.com,i,0.187087,0.19,"2,200"
flights to macau,1,Cheap Flights to Macau (MFM) from $432 - KAYAK,"Find flights to Macau on XiamenAir, China Eastern, Air China and more. Fly 
round-trip from San Francisco from $589, from New York from $499, from 
Honolulu ...",www.kayak.com,https://www.kayak.com/flight-routes/United-States-US0/Macau-MFM,2018-11-21 03:37:04.291975+00:00,546,tcmP5EtIy6wJ,https://www.kayak.com/flight-routes/United-States.../Macau-MFM,https://www.kayak.com/<b>flight</b>-routes/United-States.../<b>Macau</b>-MFM,"Find <b>flights to Macau</b> on XiamenAir, China Eastern, Air China and more. Fly <br>
round-trip from San Francisco from $589, from New York from $499, from <br>
Honolulu&nbsp;...",Cheap <b>Flights to Macau</b> (MFM) from $432 - KAYAK,customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2TGuhU4BQGEAzqzd0JENgdlvVTL0_VD3l2HWQAv1P1r7ddVnTHXKx7Mga'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'msvalidate.01': 'F474AA342B64B17CDE53F5C5D4C07C7A', 'r9-version': 'R441b', 'r9-built': '20181115.053418', 'r9-rendered': '20181118.183610.EST', 'og:image': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to Macau (MFM) from $432 - KAYAK', 'og:type': 'website', 'og:description': 'Find flights to Macau on XiamenAir, China Eastern, Air China and more. Fly round-trip from San Francisco from $589, from New York from $499, from Honolulu from $660, from Los Angeles from $413, from Houston from $664. Search for Macau flights on KAYAK now to find the best deal.', 'og:url': 'https://www.kayak.com/flight-routes/United-States-US0/Macau-MFM', 'og:site_name': 'KAYAK', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@KAYAK', 'twitter:creator': '@KAYAK', 'twitter:title': 'Cheap Flights to Macau (MFM) from $432 - KAYAK', 'twitter:description': 'Find flights to Macau on XiamenAir, China Eastern, Air China and more. Fly round-trip from San Francisco from $589, from New York from $499, from Honolulu from $660, from Los Angeles from $413, from Houston from $664. Search for Macau flights on KAYAK now to find the best deal.', 'twitter:image:src': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route,unknown', 'kayak_split_flight_routes_xp': '1'}], 'breadcrumb': [{'url': 'Flights', 'title': 'Flights'}, {'url': 'Worldwide', 'title': 'Worldwide'}, {'url': 'Asia', 'title': 'Asia'}, {'url': 'Macau', 'title': 'Macau'}], 'cse_image': [{'src': 'https://a1.r9cdn.net/rimg/provider-logos/common/socialmedia/kayak-logo.png?width=1200&height=630&crop=false'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.kayak.com,i,0.127986,0.13,546
flights to macau,1,"Airlines That Fly to Macau, MFM | Skyscanner","Find airlines with flights to Macau Airport, MFM. Compare all major airlines & 
travel agents to get the cheapest airfare to Macau at Skyscanner.com.",www.skyscanner.com,https://www.skyscanner.com/flights-to/mfm/airlines-that-fly-to-macau-airport.html,2018-11-21 03:37:04.303347+00:00,186,4ywv6oxcpbkJ,https://www.skyscanner.com/flights.../airlines-that-fly-to-macau-airport.html,https://www.skyscanner.com/<b>flights</b>.../airlines-that-fly-to-<b>macau</b>-airport.html,"Find airlines with <b>flights to Macau</b> Airport, MFM. Compare all major airlines &amp; <br>
travel agents to get the cheapest airfare to <b>Macau</b> at Skyscanner.com.","Airlines That Fly to <b>Macau</b>, MFM | Skyscanner",customsearch#result,"{'cse_thumbnail': [{'width': '200', 'height': '200', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTHVVXbF7p1m399bzNFk2cxXDSkMqbDuVW2_lOQ907WnUyiUSMmhs_rTgI'}], 'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0', 'og:title': 'Found a useful list of all airlines that fly to Macau!', 'og:url': 'https://www.skyscanner.com/flights-to/mfm/airlines-that-fly-to-macau-airport.html?utm_medium=social&utm_campaign=addthis&utm_source=facebook_us', 'og:image': 'https://www.skyscanner.com/images/opengraph_v1.png', 'og:description': 'Skyscanner compares hundreds of airlines worldwide for free. It finds the cheapest flights fast: saves you time, saves you money.', 'og:type': 'product', 'place:location:latitude': '22.149444', 'place:location:longitude': '113.591667'}], 'cse_image': [{'src': 'https://www.skyscanner.com/images/opengraph_v1.png'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.skyscanner.com,i,0.10375,0.10,186
flights to macau,1,Cheap Flights to Macau from £453 | Skyscanner,"Flights to Macau. We compare all major airlines and travel agents for cheap 
Macau flights. Search and Save now at Skyscanner.net.",www.skyscanner.net,https://www.skyscanner.net/flights-to/mfm/cheap-flights-to-macau-airport.html,2018-11-21 03:37:04.314405+00:00,201,XO_2l3-TDdEJ,https://www.skyscanner.net/flights.../cheap-flights-to-macau-airport.html,https://www.skyscanner.net/<b>flights</b>.../cheap-<b>flights-to-macau</b>-airport.html,"<b>Flights to Macau</b>. We compare all major airlines and travel agents for cheap <br>
<b>Macau flights</b>. Search and Save now at Skyscanner.net.",Cheap <b>Flights to Macau</b> from £453 | Skyscanner,customsearch#result,"{'cse_thumbnail': [{'width': '200', 'height': '200', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQwJ7rz_K1OMjPsqqDB205BJ9-b_0goeGaNJ5I77d-zJJzZxiYY--ci6LYv'}], 'product': [{'name': 'Cheap Flights to Macau'}], 'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0', 'og:title': 'Found the cheapest flights to Macau. Prices from £488.', 'og:url': 'https://www.skyscanner.net/flights-to/mfm/cheap-flights-to-macau-airport.html?utm_medium=social&utm_campaign=addthis&utm_source=facebook_uk', 'og:image': 'https://www.skyscanner.net/images/opengraph_v1.png', 'og:description': 'Skyscanner compares hundreds of airlines worldwide for free. It finds the cheapest flights fast: saves you time, saves you money.', 'og:type': 'product', 'place:location:latitude': '22.149444', 'place:location:longitude': '113.591667'}], 'hproduct': [{'fn': 'Cheap Flights to Macau'}], 'cse_image': [{'src': 'https://www.skyscanner.net/images/opengraph_v1.png'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.skyscanner.net,i,0.11659,0.12,201
flights to macau,1,Cheap Flights to Macau - Search Deals on Airfare to Macau from ...,"Looking for cheap flights to Macau from your destination? Search for airfare and 
flight ticket deals at cheapflights.com and book your next flight today.",www.cheapflights.com,https://www.cheapflights.com/flights-to-macau/,2018-11-21 03:37:04.325917+00:00,58,iQDirGLHTzgJ,https://www.cheapflights.com/flights-to-macau/,https://www.cheap<b>flights</b>.com/<b>flights-to-macau</b>/,"Looking for cheap <b>flights to Macau</b> from your destination? Search for airfare and <br>
<b>flight</b> ticket deals at cheapflights.com and book your next <b>flight</b> today.",Cheap <b>Flights to Macau</b> - Search Deals on Airfare to <b>Macau</b> from ...,customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTrnZaIxdGLxEJ5BzSQQJkQVHqPw20iUWamDtHzCekPCmSfYEO28XT48Zw9'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'r9-version': 'R441b', 'r9-built': '20181107.061117', 'r9-rendered': '20181108.033306.EST', 'og:image': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to Macau - Search Deals on Airfare to Macau from Cheapflights.com', 'og:type': 'website', 'og:description': 'Looking for cheap flights to Macau from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'og:url': 'https://www.cheapflights.com/flights-to-macau/', 'og:site_name': 'Cheapflights', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@Cheapflights', 'twitter:creator': '@Cheapflights', 'twitter:title': 'Cheap Flights to Macau - Search Deals on Airfare to Macau from Cheapflights.com', 'twitter:description': 'Looking for cheap flights to Macau from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'twitter:image:src': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route-cf,splits'}], 'breadcrumb': [{'url': 'Home', 'title': 'Home'}, {'url': 'Flights', 'title': 'Flights'}, {'url': 'Asia', 'title': 'Asia'}], 'cse_image': [{'src': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.cheapflights.com,i,0.118364,0.12,58
flights to macau,1,"Cheap Flights from Macau to Bangkok, MFM to BKK","Find cheap flights from Macau to Bangkok on CheapOair. Enjoy huge discounts 
on MFM to BKK flight tickets. Book now &amp; Save Big!",www.cheapoair.com,https://www.cheapoair.com/flights/cheap-flights-from-macau-to-bangkok-mfm-bkk,2018-11-21 03:37:04.337109+00:00,64,4DW1nxNKz2oJ,https://www.cheapoair.com/flights/cheap-flights-from-macau-to-bangkok- mfm-bkk,https://www.cheapoair.com/<b>flights</b>/cheap-<b>flights</b>-from-<b>macau</b>-to-bangkok- mfm-bkk,"Find cheap <b>flights</b> from <b>Macau</b> to Bangkok on CheapOair. Enjoy huge discounts <br>
on MFM to BKK <b>flight</b> tickets. Book now &amp;amp; Save Big!","Cheap <b>Flights</b> from <b>Macau</b> to Bangkok, MFM to BKK",customsearch#result,"{'metatags': [{'copyright': 'Copyright 2018 by Cheapoair.com', 'author': 'CA-GlobalCMS', 'resource-type': 'DOCUMENT', 'distribution': 'GLOBAL', 'rating': 'GENERAL', 'format-detection': 'telephone=no', 'viewport': 'width=device-width, initial-scale=1.0'}], 'breadcrumb': [{'url': 'CheapOair', 'title': 'CheapOair'}, {'url': 'Flights', 'title': 'Flights'}, {'url': 'Asia', 'title': 'Asia'}, {'url': 'Thailand', 'title': 'Thailand'}, {'url': 'Bangkok', 'title': 'Bangkok'}]}",PySearch,1,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,www.cheapoair.com,i,0.132849,0.13,64
